Unnamed: 0,id,scrape_id,last_scraped,source,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
12,23017582.0,20200000000000.0,15/12/24,city scrape,429054820,2021-10-26,,,,f,3,t,t,Bonfim,41.14769,-8.600418,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Room-darkening shades"", ""Toaster"", ""Other electric stove"", ""Shampoo"", ""TV with standard cable"", ""Dedicated workspace"", ""Cleaning products"", ""Coffee maker: drip coffee maker, espresso machine"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Hair dryer"", ""Books and reading material"", ""Fire extinguisher"", ""First aid kit"", ""Dishes and silverware"", ""Hot water"", ""Host greets you"", ""Hangers"", ""Luggage dropoff allowed"", ""Clothing storage: closet, wardrobe, and dresser"", ""Kitchenette"", ""Wifi"", ""Paid parking lot off premises"", ""Iron"", ""Cooking basics"", ""Window guards"", ""Hot water kettle"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Wine glasses"", ""Long term stays allowed"", ""Heating"", ""Essentials"", ""Central air conditioning"", ""Paid parking on premises"", ""Freezer"", ""Dining table"", ""Hammock"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Bidet"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Shower gel"", ""Coffee"", ""Free washer \u2013 In unit"", ""Bed linens""]",$63.00,3,330,24,54,70,200,50,7,0,30/03/18,03/11/24,4.94,4.94,4.96,4.98,4.98,4.92,4.9,16700/AL,t,3,3,0,0,0.61
13,23023720.0,20200000000000.0,15/12/24,city scrape,429054820,2021-10-26,,,,f,3,t,t,Bonfim,41.14769,-8.60042,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Room-darkening shades"", ""Toaster"", ""Shampoo"", ""Paid washer \u2013 In unit"", ""Dedicated workspace"", ""Cleaning products"", ""HDTV with standard cable"", ""Paid crib - available upon request"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Hair dryer"", ""Dishes and silverware"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""Host greets you"", ""Hangers"", ""Luggage dropoff allowed"", ""Clothing storage: closet, wardrobe, and dresser"", ""Private entrance"", ""Wifi"", ""Paid parking lot off premises"", ""Coffee maker"", ""Iron"", ""Cooking basics"", ""Kitchen"", ""Oven"", ""Hot water kettle"", ""Drying rack for clothing"", ""Wine glasses"", ""Long term stays allowed"", ""Heating"", ""Essentials"", ""Central air conditioning"", ""Paid parking on premises"", ""Freezer"", ""Dining table"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Stainless steel induction stove"", ""Shower gel"", ""Cleaning available during stay"", ""Bed linens""]",$65.00,3,330,15,32,32,168,31,4,0,30/07/18,01/09/24,4.97,4.97,5.0,4.94,5.0,4.9,4.84,52228/al,t,3,3,0,0,0.4
194,1298881.0,20200000000000.0,15/12/24,city scrape,402191311,2021-05-18,,,,f,295,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13976,-8.61587,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,"[""Refrigerator"", ""Self check-in"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Hangers"", ""Dedicated workspace"", ""Lockbox"", ""Private entrance"", ""TV"", ""Bed linens"", ""Hot water kettle""]",$66.00,1,1125,15,39,69,333,337,16,1,28/07/13,20/11/24,4.59,4.68,4.72,4.83,4.74,4.89,4.65,5620/AL,t,50,42,8,0,2.43
942,9818493.0,20200000000000.0,15/12/24,city scrape,431283509,2021-10-11,,,,f,68,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15542,-8.60939,Entire rental unit,Entire home/apt,8,2.0,2 baths,3.0,5.0,"[""Coffee maker: Nespresso"", ""Baby bath"", ""Refrigerator"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Toaster"", ""TV with standard cable"", ""Ethernet connection"", ""Dedicated workspace"", ""Cleaning products"", ""Free street parking"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Clothing storage"", ""Hair dryer"", ""Dishes and silverware"", ""Fire extinguisher"", ""First aid kit"", ""Stove"", ""Hot water"", ""High chair"", ""Host greets you"", ""Hangers"", ""Luggage dropoff allowed"", ""Wifi"", ""Iron"", ""Crib"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Hot water kettle"", ""Wine glasses"", ""Beach essentials"", ""Long term stays allowed"", ""City skyline view"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Outlet covers"", ""Carbon monoxide alarm"", ""Paid parking on premises"", ""Freezer"", ""Dining table"", ""Courtyard view"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Bidet"", ""Children\u2019s books and toys"", ""Shower gel"", ""Babysitter recommendations"", ""Bed linens""]",$85.00,3,150,17,43,70,318,276,27,1,02/01/16,25/11/24,4.76,4.83,4.67,4.92,4.95,4.64,4.69,28839/AL,t,63,46,17,0,2.53
1136,12220315.0,20200000000000.0,15/12/24,city scrape,402191311,2021-05-18,,,,f,295,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14049,-8.61603,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Refrigerator"", ""Self check-in"", ""Hair dryer"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Hangers"", ""Dedicated workspace"", ""Lockbox"", ""Private entrance"", ""TV"", ""Bed linens"", ""Hot water kettle""]",$69.00,1,1125,15,37,64,333,359,54,5,03/05/16,01/12/24,4.57,4.67,4.6,4.78,4.73,4.89,4.61,5620/AL,t,50,42,8,0,3.42
1137,12220796.0,20200000000000.0,15/12/24,city scrape,402191311,2021-05-18,,,,f,295,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.142,-8.61694,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Refrigerator"", ""Self check-in"", ""Hair dryer"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Wifi"", ""Hangers"", ""Dedicated workspace"", ""Lockbox"", ""Private entrance"", ""TV"", ""Bed linens"", ""Hot water kettle""]",$64.00,1,1125,23,53,83,344,269,16,0,08/05/16,12/10/24,4.66,4.84,4.75,4.89,4.83,4.93,4.68,5620/AL,t,50,42,8,0,2.57
1138,12221297.0,20200000000000.0,15/12/24,city scrape,402191311,2021-05-18,,,,f,295,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14184,-8.61643,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Refrigerator"", ""Self check-in"", ""Hair dryer"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Wifi"", ""Hangers"", ""Lockbox"", ""TV"", ""Bed linens"", ""Hot water kettle""]",$73.00,1,1125,24,54,80,336,361,49,2,08/05/16,08/12/24,4.59,4.73,4.64,4.77,4.74,4.87,4.62,5620/AL,t,50,42,8,0,3.44
1293,13440291.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15383,-8.60845,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Self check-in"", ""Hair dryer"", ""Heating"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Hangers"", ""Dedicated workspace"", ""Lockbox"", ""TV"", ""Bed linens"", ""Coffee maker"", ""Iron"", ""Crib"", ""Kitchen""]",$69.00,1,1125,9,15,45,319,300,11,2,25/06/16,23/11/24,4.46,4.67,4.6,4.66,4.66,4.84,4.58,84264/AL,f,135,120,15,0,2.91
1347,13605461.0,20200000000000.0,15/12/24,city scrape,429054820,2021-10-26,,,,f,3,t,t,Bonfim,41.14769,-8.60042,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Refrigerator"", ""Room-darkening shades"", ""Toaster"", ""Stainless steel oven"", ""Other electric stove"", ""Shampoo"", ""TV with standard cable"", ""Dedicated workspace"", ""Cleaning products"", ""Paid crib - available upon request"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Central heating"", ""Hair dryer"", ""Dishes and silverware"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""Host greets you"", ""Hangers"", ""Luggage dropoff allowed"", ""Wifi"", ""Paid parking lot off premises"", ""Coffee maker"", ""Iron"", ""Cooking basics"", ""Kitchen"", ""Hot water kettle"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Wine glasses"", ""Long term stays allowed"", ""Essentials"", ""Central air conditioning"", ""Clothing storage: closet and wardrobe"", ""Paid parking on premises"", ""Freezer"", ""Dining table"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Shower gel"", ""Cleaning available during stay"", ""Coffee"", ""Free washer \u2013 In unit"", ""Bed linens""]",$78.00,3,330,20,50,80,355,50,7,0,18/07/16,28/08/24,4.86,4.86,4.94,5.0,4.96,4.82,4.72,31106/AL,t,3,3,0,0,0.49
1451,14185095.0,20200000000000.0,14/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16081,-8.6225,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Self check-in"", ""Hair dryer"", ""Heating"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Washer"", ""Dedicated workspace"", ""Lockbox"", ""TV"", ""Bed linens"", ""Kitchen""]",$64.00,1,1125,13,43,73,348,203,10,0,10/08/16,02/11/24,4.24,4.6,4.16,4.44,4.48,4.35,4.31,39755/AL,f,135,120,15,0,2.0
1486,14489283.0,20200000000000.0,14/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16137,-8.60584,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Hair dryer"", ""Heating"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Hangers"", ""TV"", ""Bed linens"", ""Coffee maker"", ""Iron"", ""Air conditioning""]",$71.00,1,1125,7,24,31,260,381,38,2,16/08/16,02/12/24,4.54,4.75,4.51,4.52,4.53,4.66,4.66,55201,f,135,120,15,0,3.76
1679,16413377.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15439,-8.6144,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Refrigerator"", ""Toaster"", ""Shampoo"", ""Washer"", ""Dedicated workspace"", ""Microwave"", ""Dishwasher"", ""Hair dryer"", ""Stove"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Wifi"", ""Coffee maker"", ""Iron"", ""Hot water kettle"", ""Kitchen"", ""Oven"", ""Self check-in"", ""Heating"", ""Essentials"", ""Lockbox"", ""TV"", ""Freezer"", ""Bed linens""]",$74.00,1,1125,8,23,53,327,264,24,2,06/02/17,25/11/24,4.47,4.59,4.36,4.53,4.5,4.6,4.49,37906/AL,f,135,120,15,0,2.76
1788,17430826.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14692,-8.60297,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,"[""Refrigerator"", ""Shampoo"", ""Washer"", ""Microwave"", ""Hair dryer"", ""Stove"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Wifi"", ""Coffee maker"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Heating"", ""Essentials"", ""Lockbox"", ""TV"", ""Bed linens""]",$50.00,1,1125,19,48,48,293,229,16,0,15/03/17,07/10/24,4.29,4.37,4.17,4.6,4.58,4.84,4.39,118841/AL,f,135,120,15,0,2.42
1789,17431180.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,Lordelo do Ouro e Massarelos,41.15009,-8.62315,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,"[""Self check-in"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Hangers"", ""Dedicated workspace"", ""Lockbox"", ""TV"", ""Bed linens"", ""Coffee maker"", ""Iron"", ""Kitchen""]",$80.00,1,1125,20,45,71,331,286,29,2,16/03/17,02/12/24,4.39,4.64,4.42,4.55,4.53,4.67,4.52,42783/AL,f,135,120,15,0,3.03
1800,17480544.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14332,-8.61719,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Self check-in"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Hangers"", ""Dedicated workspace"", ""Lockbox"", ""TV"", ""Bed linens"", ""Coffee maker"", ""Iron"", ""Kitchen""]",$82.00,1,1125,25,55,85,359,283,47,1,26/03/17,09/12/24,4.45,4.6,4.64,4.62,4.61,4.91,4.48,40448/AL,f,135,120,15,0,3.01
1801,17480794.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14324,-8.61858,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Self check-in"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Hangers"", ""Dedicated workspace"", ""Lockbox"", ""TV"", ""Bed linens"", ""Coffee maker"", ""Iron"", ""Kitchen""]",$73.00,1,1125,30,60,90,364,209,35,0,09/04/17,29/10/24,4.45,4.58,4.53,4.61,4.63,4.88,4.52,40437/AL,f,135,120,15,0,2.23
1802,17486317.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14464,-8.61667,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Self check-in"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Hangers"", ""Dedicated workspace"", ""Lockbox"", ""TV"", ""Bed linens"", ""Coffee maker"", ""Iron"", ""Kitchen""]",$73.00,1,1125,25,55,85,359,295,51,3,10/04/17,06/12/24,4.53,4.66,4.61,4.61,4.6,4.87,4.54,40428/AL,f,135,120,15,0,3.15
1804,17489999.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14506,-8.61718,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Self check-in"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Hangers"", ""Dedicated workspace"", ""Lockbox"", ""TV"", ""Bed linens"", ""Coffee maker"", ""Iron"", ""Kitchen""]",$82.00,1,1125,12,36,61,294,270,66,3,09/04/17,09/12/24,4.41,4.57,4.53,4.61,4.63,4.9,4.43,40494/AL,f,135,120,15,0,2.88
1827,17650656.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15126,-8.60831,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,"[""Refrigerator"", ""Shampoo"", ""Washer"", ""Dedicated workspace"", ""Microwave"", ""Hair dryer"", ""Stove"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Wifi"", ""Coffee maker"", ""Iron"", ""Kitchen"", ""Heating"", ""Essentials"", ""TV"", ""Portable fans"", ""Bed linens""]",$64.00,1,1125,11,36,60,326,310,20,0,20/03/17,27/10/24,4.45,4.62,4.56,4.48,4.59,4.82,4.56,40278/AL,f,135,120,15,0,3.29
1924,18077145.0,20200000000000.0,15/12/24,city scrape,455136427,2022-04-20,,,,f,1,t,t,Azurara,41.33849,-8.7393,Entire condo,Entire home/apt,4,1.5,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Shampoo"", ""TV with standard cable"", ""Washer"", ""Dedicated workspace"", ""Free street parking"", ""Ocean view"", ""Microwave"", ""Dishwasher"", ""Dishes and silverware"", ""Stove"", ""Hot water"", ""High chair"", ""Children\u2019s dinnerware"", ""Hangers"", ""Host greets you"", ""Wifi"", ""Coffee maker"", ""Iron"", ""Crib"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Heating"", ""Beach access \u2013 Beachfront"", ""Essentials"", ""Free parking on premises"", ""Beach view"", ""Shared pool"", ""Pets allowed"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Bed linens""]",$48.00,7,120,0,0,0,77,117,6,0,16/04/17,04/10/24,4.68,4.77,4.59,4.82,4.89,4.76,4.59,29669/AL,t,1,1,0,0,1.25
1953,18224003.0,20200000000000.0,15/12/24,city scrape,444283165,2022-09-02,,,,f,27,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16078,-8.61657,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Refrigerator"", ""Toaster"", ""Shampoo"", ""TV with standard cable"", ""Washer"", ""Free street parking"", ""Microwave"", ""Clothing storage"", ""Dishes and silverware"", ""Stove"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Coffee maker"", ""Cooking basics"", ""Hot water kettle"", ""Kitchen"", ""Oven"", ""Self check-in"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Lockbox"", ""Air conditioning"", ""Pets allowed"", ""Bidet"", ""Shower gel"", ""Bed linens""]",$61.00,1,365,27,57,87,362,99,13,0,24/04/17,13/10/24,4.63,4.79,4.77,4.84,4.77,4.42,4.62,45999/AL,t,27,27,0,0,1.06
1965,18282281.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14725,-8.60417,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Refrigerator"", ""Shampoo"", ""Microwave"", ""Elevator"", ""Hair dryer"", ""Stove"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Wifi"", ""Coffee maker"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Bathtub"", ""Heating"", ""Essentials"", ""Lockbox"", ""TV"", ""Bed linens""]",$59.00,1,1125,3,11,13,235,197,40,3,09/06/17,12/12/24,4.54,4.75,4.61,4.68,4.64,4.83,4.58,36995/AL,f,135,120,15,0,2.15
1966,18283308.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14713,-8.60365,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Microwave"", ""Refrigerator"", ""Elevator"", ""Self check-in"", ""Hair dryer"", ""Stove"", ""Heating"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Hangers"", ""Lockbox"", ""TV"", ""Bed linens"", ""Iron"", ""Kitchen""]",$81.00,1,1125,17,37,60,334,241,17,0,02/07/17,03/11/24,4.5,4.65,4.44,4.67,4.62,4.89,4.56,36958/AL,f,135,120,15,0,2.65
1968,18283683.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14725,-8.60596,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Microwave"", ""Refrigerator"", ""Elevator"", ""Self check-in"", ""Hair dryer"", ""Stove"", ""Heating"", ""Fire extinguisher"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Hangers"", ""Lockbox"", ""TV"", ""Bed linens"", ""Iron"", ""Kitchen""]",$95.00,1,1125,1,27,52,322,276,47,2,16/06/17,09/12/24,4.67,4.76,4.63,4.82,4.68,4.9,4.67,36965/AL,f,135,120,15,0,3.02
1969,18284059.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14727,-8.60406,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Refrigerator"", ""Shampoo"", ""Microwave"", ""Elevator"", ""Hair dryer"", ""Stove"", ""Hot water"", ""Hangers"", ""Wifi"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Bathtub"", ""Heating"", ""Essentials"", ""Lockbox"", ""TV"", ""Air conditioning"", ""Freezer"", ""Bed linens""]",$50.00,1,1125,8,27,52,320,166,39,0,23/07/17,13/11/24,4.54,4.79,4.47,4.7,4.61,4.84,4.6,36977/AL,f,135,120,15,0,1.84
1970,18284370.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14731,-8.60587,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Microwave"", ""Refrigerator"", ""Elevator"", ""Self check-in"", ""Hair dryer"", ""Stove"", ""Heating"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Lockbox"", ""TV"", ""Bed linens"", ""Iron"", ""Kitchen""]",$86.00,1,1125,14,31,53,309,299,56,1,13/06/17,25/11/24,4.61,4.76,4.53,4.77,4.63,4.92,4.65,36993/AL,f,135,120,15,0,3.27
1971,18284780.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14711,-8.60533,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Refrigerator"", ""Shampoo"", ""Microwave"", ""Elevator"", ""Hair dryer"", ""Stove"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Wifi"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Bathtub"", ""Heating"", ""Essentials"", ""Lockbox"", ""TV"", ""Air conditioning"", ""Freezer"", ""Bed linens""]",$54.00,1,1125,7,8,8,203,269,34,1,21/05/17,21/11/24,4.59,4.73,4.55,4.68,4.69,4.88,4.65,139039/AL,f,135,120,15,0,2.92
2011,18449066.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14867,-8.61993,Entire home,Entire home/apt,5,1.0,1 bath,2.0,4.0,"[""Toaster"", ""Shampoo"", ""Dedicated workspace"", ""Microwave"", ""Elevator"", ""Hair dryer"", ""Stove"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Wifi"", ""Coffee maker"", ""Iron"", ""Hot water kettle"", ""Oven"", ""Kitchen"", ""Smoke alarm"", ""Essentials"", ""TV"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Bed linens""]",$77.00,1,1125,7,18,28,252,353,36,2,02/05/17,29/11/24,4.58,4.71,4.49,4.6,4.74,4.8,4.66,42735/AL,f,135,120,15,0,3.8
2098,18905072.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15171,-8.60836,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Oven"", ""Self check-in"", ""Hair dryer"", ""Heating"", ""Essentials"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Dedicated workspace"", ""Lockbox"", ""TV"", ""Bed linens"", ""Kitchen""]",$55.00,1,1125,18,48,78,352,187,22,1,29/05/17,12/12/24,4.21,4.38,4.3,4.41,4.45,4.69,4.23,,f,135,120,15,0,2.03
2392,20183534.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14231,-8.61316,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,2.0,"[""Microwave"", ""Refrigerator"", ""Self check-in"", ""Hair dryer"", ""Fire extinguisher"", ""Smoke alarm"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Hot water kettle"", ""Shampoo"", ""Dedicated workspace"", ""Lockbox"", ""Wifi"", ""Bed linens"", ""Coffee maker"", ""Iron"", ""Kitchen""]",$56.00,1,1125,25,55,85,339,307,32,3,04/08/17,09/12/24,4.41,4.62,4.42,4.52,4.57,4.92,4.56,12101/AL,f,135,120,15,0,3.42
2393,20184633.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14247,-8.61293,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,3.0,"[""Self check-in"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""Essentials"", ""Hot water"", ""Shampoo"", ""Hangers"", ""Dedicated workspace"", ""Lockbox"", ""Wifi"", ""Bed linens"", ""Coffee maker"", ""Iron"", ""Carbon monoxide alarm"", ""Kitchen""]",$72.00,1,1125,20,50,74,348,178,23,3,10/08/17,09/12/24,4.34,4.47,4.37,4.5,4.58,4.89,4.44,12105/AL,f,135,120,15,0,1.99
2473,20523462.0,20200000000000.0,15/12/24,city scrape,364783572,2020-08-28,,,,f,152,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15498,-8.60994,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Shampoo"", ""Washer"", ""Dedicated workspace"", ""Elevator"", ""Hair dryer"", ""Hot water"", ""Dryer"", ""Hangers"", ""Wifi"", ""Coffee maker"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Heating"", ""Essentials"", ""Lockbox"", ""TV"", ""Air conditioning"", ""Bed linens""]",$64.00,1,1125,15,45,75,341,252,18,2,24/08/17,02/12/24,4.43,4.64,4.47,4.67,4.66,4.67,4.52,54455/AL,f,135,120,15,0,2.83
